Sentiment,original_text
Positive,"Disebut Kampungan Oleh Nagita Slavina, Begini Reaksi Ayu Ting Ting URL"
Positive,"Disebut Kampungan Oleh Nagita Slavina, Begini Reaksi Ayu Ting Ting URL"
Negative,"Disebut Norak Dan Kampungan Oleh Nagita Slavina, Ibunda Ayu Ting Ting Doakan Hal Ini! URL"
Negative,Dm gua ga dibales. Tai USER pulsa ilang woy 70r
Negative,Donatur 212....adalah bajingan URL
Negative,Dulu dia yang takut aku tinggalkan dia last last dia yang tinggalkan aku babi apa'
Positive,"Dulu pas baru jadian. \n\xf0\x9f\x91\xa6 eh tau gak, gue gak pernah dapetin cwek senyaman loe. Gue janji bakal gak ninggalin loe. \n\xf0\x9f\x91\xa7 MASA??? (BODO)""terus dalam hati gue ngomong, gak pernah senyaman gue loe pernah pcran brtahun*,dan loe ninggalin doi. \nZzzeeezzzzsssttt\n\xf0\x9f\x92\xa9'"
Negative,"Dulu, seumur hidup gue gak pernah ngeliat kecoa terbang. Beberapa lama kemudian, untuk pertama kalinya gue liat kecoa terbang di depan mata gue. Dan semenjak itu gue jadi sering ngeliat kecoa terbang. Dan gue takut kalo mereka terbang. Bangke.'"
Negative,dya pintar klaw lgy bego'
Negative,EANJINK AWAS AJA SAMPE SI BIRU2 ITU BAWA ORANG KE BACKSTAGE GUA SLEPET PAKE AHGABONG BODO'
Negative,"Eh kiapa so stalking2 Dilan milea ini, bajingan'"
Positive,Eh kunyuk URL
Negative,"eh sori bangetnih Milton J Bennet, lu ngapain punya S3 kalo cuma mau bilang ""simpati sama empati sama sama penting"" goblok'"
Negative,Ejekan Monyet Kembali Mencemari Bola Sepak URL
Negative,"Emang kalo mau PACARAN harus punya PACAR dulu ya? Terus, kalo kita mau SARAPAN harus jadi SARAP dulu, gitu? #galau'"
Negative,emang ya anjir kalo ke songgoriti naik motor berdua cewek cowok langsung ditawarin villa.'
Negative,"Emg susah yah kalau Club sama Supporternya Gak Pnya Mental, pasti dikit* lapor polisi. #Pecun&amp;g'"
Negative,"Emyu mau kedatangan pemain asal Arab. Biar berkah kayaknya. Kan udah lambangnya setan, dukung LGBT lagi. Jadinya harus diseimbangkan.'"
Negative,"Entah kenapa gue jijik liat wakil rakyat di DPR, apalagi si fadil zonk. #efekbacaberita Mantan koruptor boleh nyaleg... gembel, ntar korupsi tiada akhir.'"
Negative,Entot adek mas ah ah terus mas enjot memek adek'
Negative,"even dia ustaz, berserban berjubah putih, tapi kalau drive macam celaka, dia tetap tergolong dalam golongan babi ya anak anak.'"
Negative,"Fb tai anjing lah,'"
Positive,FIFA siasat isu `suara monyet\xe2\x80\x99 aksi Perancis-Russia\nURL URL
Positive,FIFA siasat isu `suara monyet\xe2\x80\x99 aksi Perancis-Russia\nURL URL via SinarOnline'
Negative,"Foto sekilas ngentot ibu kandung gue tadi malam, sengaja gue kasih sekilas dulu, mau liat respon anda semua, 100 Retwet gue kasih foto Waktu ngentot yg full body URL"
Negative,"FUCK YOU CEWE IBLIS LU TUH TOLOL, CUMAN GUE BOHONGIN DOANG! USER'"
Negative,Ga kuat ngadepin bacot ibu ibu. Sumpah gakuat.'
Negative,Gak enak bego dituduh-tuduh sama sesuatu hal yg gak pernah gue lakuin!'
Negative,"Galau? | Iya nih. Abis diputusin pacar | Gw donk ga pernah diputusin | Hebat!! Apa rahasianya? | Ga pernah pacaran, gmana diputusin | ASU!'"
Negative,"Gampangan banget sih jadi orang, baru dipuji dikit aja udah kaya mau ngasih kehormatannya aja haha TOLOL'"
Positive,gangguan pendengaran atau ketulian menyebabkan kesulitan merespon cepat pembicaraan makanya sering disangka dingin banget ke cewek disangka vampir padahal mah budek kaga dengar setengah tuli'
Negative,Ganteng banget anjir gw menggelepar'
Negative,gaya lu kunyuk URL
Negative,Gila babi la berat aku dah turun siel'
Negative,"Gila nih panasnya, sampe nutrisari jeruk amerika idiot ampe keringetan.'"
Negative,"gimana dong goblo banget aku nih main screenshot story ig cowo yang abis sidang skripsi HAHAHA CACA EMANG BEGO BANGET, PANIK ASLI GIMANA INI\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'"
Negative,"gmw liat dm dr lu ah! udh tau gua nanya tentang apa, bolot\xf0\x9f\x98\xa9 USER'"
Negative,Goblinnya brengsek banget gw ktw ampe pilek \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'
Negative,Goblog kok dipelihara'
Negative,"Goblog sekali, udah lah males liat reportnya kalo begini. Doa aja taun depan juara lagi'"
Negative,"Gosip di buat oleh org iri,di sebarluaskan oleh org bodoh,dan di terima oleh para idiot'"
Negative,"Gosip itu dibuat oleh orang iri, disebarkan oleh orang bodoh, dan diterima oleh orang idiot.'"
Negative,"Gosip itu dibuat oleh orang iri, disebarkan oleh orang bodoh, dan diterima oleh orang idiot\xe2\x80\xa6 URL"
Negative,Gpp lah drpd si tabib cabul.. Teriak2 gak karuan sambi ngocok tongkol minta gbr bugil pecun... Hoaalaaaah gak ngebayang ana.. Dasar binatang \xf0\x9f\x98\x84\xf0\x9f\x98\x84 URL
Negative,"Grombolan Kadal Jidat gosong,mmg bgtu, sukanya ribut tapi klo grombolanya yg salah pura2 Budek..Dasar Grombolan Cingkrang URL"
Negative,"gua benci bgt liat org koar2 spoiler avenger. yaelahhh!!! sblm avenger kluar juga, film2 yg laen digituin juga kaga pada protes. knp br pd protes skrg?!? bacot'"
Positive,Gua berasa jadi orang bejad ya'
Negative,"Gua dah kabor nak bagi gua specific task jangan masuk campur, bajingan'"
Negative,gua emang menel\ngua emang suka modus sana sini\ngua emang brengsek\ngua emang bukan anak baik-baik\n\ntapi \n\nsekali gua sayang tolong jgn anggap itu semua palsu\nsekali gua serius tolong jgn permainin hati gua'
Negative,"Gua sbnrnya paling males bagian yg ini \nHadeh tp kudu ye \n\nBuat admin bangsat gua cuma kenal jirapuncel sama xogentot awalnya orangnya humoris,goblok otaknya setengah,hadeh homoan nih org dua'"
Negative,Gue baru aja kelar re-watch Aldnoah Zero!!! paling kampret emang endingnya! 2 karakter utama cowonya kena friendzone bray! XD URL
Negative,gue emang bego sayang sama orang yang jelas-jelas ga sayang dan ga pernah mikirin perasaan gue sedikitpun'
Negative,Gue gamau nyindir tapi jadi kesannya jadi nyindir hadeeehhh bego wkwk'
Positive,"Gue ingin memberikan opini gue tentang marah-marah. Jadi begini, menurut gue saat kita marah itu kita hanya menunjukkan keegoisan kita. Kok bisa?! Karena saat marah itu, kita pengennya didengar, mengabaikan pendapat orang lain, kayak bodo amat woi yang penting u pd dengerin w?!'"
Negative,gue kenapa sih anjir kajus ngetweet tony aja mata gue berkaca-kaca'
Negative,Gue mau retweet video nya tapi sedih dan kasihan... ntar yang ada malah semakin viral dan takut akan lebih banyak org2 idiot yg ngebully mas2 si korban bully dr tmn sesama mahasiswa nya itu yg katanya dr UI. Yg ternama bgt itu. #PrayforMahasiswaUI'
Negative,Gue trkdg bingung ma yg nntn di bioskop. Udh cape2 ngantri &amp; bayar tix pun mahal eh begitu dlm bioskop bukannya nntn malah main hp. GOBLOG!!'
Negative,Gw ngebacanya bajingan coba'
Negative,gw suka kontol lo beb :*'
Negative,Habib sinting kan anonim. Ga usah di dengerin. Sakit jiwa dia URL
Negative,"Hadeh. Gajetot.\n\nGak jelas, ngentot.'"
Negative,HAHAHA gakdeng. nyaman lah cerita cerita sama si tai walaupun dihina terus akhirnya emg bangcat. tapi seneng bisa sedeket sekarang dan tau sebenarnya oped orangnya gimana dari semua omongan buruk tentang dia'
Negative,"halah sok nanyain sedih kenapa\n\npalingan respon lau ""kobisa gitu?"" \n\nBODO AH. AKU CAPEQ JAWABNYA KAK \xf0\x9f\x98\xad'"
Negative,Hanya butuh laki setia bukan laki bajingan \xf0\x9f\x91\xbf\xf0\x9f\x91\xbf'
Negative,Hanya syetannn lah yg tidak suka mendengar suara adzan dan tidak suka melihat orang berhijab .. apa mungkin ibu itu syetan atau keturunan iblis ?\nInnalillah .. #mirisnya'
Negative,Harini off day. Aku tidur bangun tidur sahaja hahahahaha bajingan bukan'
Negative,"HEH GEMBEL GUE MULAI NYANYI DULUAN YA, LU NGERAPPNYA TAR AJA KALO UDAH LOLOS AUDISI YG ENTERTAINMENT USER'"
Negative,"Heh GOBLOK!!!! Gw salah satu org yg jadi korban penipuan abu tour!!!\nGw kagak iklas dana gw ditilep ma hamzah mamba.\nDasar MALING,mau jidat item jenggot panjang kalo emang dasar nya BAJINGAN ya akan ttp jadi BAJINGAN!!! Ape lo..ape lo!!!! URL"
Negative,"Hei kunyuk USER, supaya ente paham ya? Prabowo Subianto jadi capres aja udah salah apalagi jadi presiden?! PS memang pas jadi capres abadi! URL"
Negative,"Heran sama xl, lancar terus sinyalnya sklinya buka ml lgsg lag bajingan :( &lt;&gt;'"
Negative,"HEY PRIA..\njanganlah jadi Bencong ideologi !\nKiara Artha Proyek RRC , di dampingi lansung oleh wakil PM RRC\ndi kasi izin nya..\nsementara ada mantan atlit sampe sakit keras harus hidup di tenda..\nkorban kebijakan radikal ridwan kamil..\n\njd kau itu jgn kaya bencong , bicara Ekonomi URL"
Positive,"Hidup ini kadang di atas dan kadang di bawah. kadang ayam nginjak tai kita, kadang kita nginjak tai ayam.'"
Negative,Hidup kena kerja keras jangan harap kena suap bajingan'
Negative,"Hidup ya gitu, biasanya kita dipertemukan dengan manusia yang brengsek dulu biar bisa ngehargain orang yang lebih baik nantinya.'"
Negative,"Hijrah katanya, tapi hijrahnya kearah yg lebih parah lagi, karna ada sarananya DUIT, jadilah dia ahlikul MABOK dan penikmat selangkangan PECUN, sudah dasarnya isi otak cuma SEMPAK susah di robah,'"
Negative,Hooo keliatan mana yg bego sekarang hahaha'
Negative,Hshshshjsjs aiman bodo. Selfie dgn spanar \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
Negative,URL &lt;-cewek jablay bugil minta dibelai #bokep #fotomemek #ngentot #bugil #ngentot'
Negative,hue mimpi gua buta asw amit2'
Negative,hyunjin sinting emang ganteng bener'
Negative,"Indonesia ngapa makin jadi ya. yang tolol, yang bencong lah malah di up..... Udah gak nonton tv masa gak buka sosmed juga gue??!!'"
Negative,ini emot apaan kunyuk URL
Positive,Ini gue budek beneran gara gara kebanyakan pake hetset apa gara gara flu'
Negative,Ini ibukota jakarta byar pet terus.... Woooui kunyuk listrik naek terus mutu ambrol terus'
Negative,Ini mirip banget sama kelakuan mantan yg brengsek! Seolah-olah kelakuannya yg jahat bisa dilupain gitu aja. Jokowi dan mantan nggak tau rasanya khianati! #menolakluka URL
Negative,Ini orang goblok kok dipiara sih!!!!! Anjeng'
Negative,Ini orang udah tolol nyolot lagi'
Negative,Ini screenshot udh agak lama tapi lupa mau kuposting \xf0\x9f\x98\xa5ada yg ketawa ga? Sirinya agak budek dengernya bunggus \xf0\x9f\x98\xb0 URL
Negative,Ini si USER kerjaannya delay mulu! Setan!'
Negative,"ini sukmawati bilang suara adzan gak merdu, kupingnya congean apa budek? \xf0\x9f\xa4\x94'"
Positive,"Inilah pentingnya pdkt, karena yg fisiknya oke pun ternyata kalo diajak ngobrol lebih asik haji bolot.'"
Negative,"Intinya yg kamu katakan itu lawan katanya,,intine lekno matamu,aku bajingan kuwe yo bajingan podo wae rak usah kakean aliby intine podo.'"
Negative,ios asw napada ]]'
Negative,Isi timeline danilla semua asw'
Positive,"Itu adalah ungkapan sayang, seperti kata #sinting punya USER URL"
Negative,"Itu lohhh yg dilakuin oppa oppa koriya, tapi banyak yg bilang oppa koriya banci tapi masa banci ikut militeran 2 tahun :) URL"
Negative,"itu pas gue baru aja ditampol si edi eh tyo, jd bibir gue menyon. barbar emang tuh si kunyuk\n\n- chandra URL"
Negative,iya yah anjir pengen nabung tp yg:/ ditabung:/ gaada:/'
Negative,"Jadi ceritanya lagi di Bali. Kenalan sama cewe , nanya nanya segala macem sampe akhirnya nanya kuliah. Ternyata dia kuliahnya di IKJ, eh fakultasnya FFTV, eh ternyata kating aing juga. Goblog dunia semakin little.'"
Negative,Jadi cowo itu harus Gantle kalo ga Gantle itu namanya BANCI !'
Negative,"jadi inget pernah nonton film piramid2 gitu rame2, serem. yang lain teriak, gue sama temen gue ketawa2. sudah sinting'"
Negative,Jadi penasaran proses dia menulis. Teknik dia menulis itu seperti apa. Kenapa dia bisa begitu mudahnya bikin narasi-deskripsi yang bajingan. Metode dia riset itu yang bagaimana. Duh weslah pokoknya.'
Negative,"Jadi pusing sendiri kan gua, asw'"
Negative,"Jadi, yang saling marah-marah itu adalah si Syamsudin sama si Ari. Aku juga sedang ada. Katanya sih si Syamsudin mabuk. Jadinya goblog kayak wasit.'"
Positive,"Jalan-Jalan ke Kota Sumedang..,\nAda Kambing Makan Rumput..,\nAnak-anak pada Senang ..,\nMelihat banci Bergoyang Dangdut..'"
Negative,"jam segini sudah ganti baju gembel rumahan, tandanya sudah tida ingin kemana-mana lagi'"
Negative,"jan di biasain nganggep cewe ntu kek barang bos, karna cewe ntu punya ati n prasaan. situ kalo cuman nyari bahan bakal ngeue mending lu cari pecun sono, bs lu eue trs bayar, trs udeh deh masing2. jan cewe bae2 lu rusakin, di lobi sbisa lu ampe dpt ngeue, hanjer sampah amat'"
Negative,jangan biarkan orang idiot merusak moodmu'
Negative,Jangan nonton atau dengar lagu banci URL cc USER USER'
Negative,"jangan rindu, rindu itu berat..\n\nbiarin ae si kunyuk dilan yang nanggung.'"
Negative,"jangan sombong tau hey.. manusia itu sumber bau diantaranya : bau kaki, bau itu, bau udel, bau ketek, congean, korong, cileuh, bau kepala dan (bau mulut : bau karbit, jengkoleun, comberan, dan bangke)'"
Positive,"Jawapos: Saat Paul Pogba Selebrasi Gol, Terdengar Tiruan Suara Monyet URL"
Negative,"jdi gni skrg intinya ORANG KAYA DAN ELIT GAK MENJAMIN TANGAN DAN MULUT BERPENDIDIKAN JG !MENDINGAN GUE YG KATANYA UDIK,KAMPUNGAN,SAMPAH TP MSH PNYA OTAK BUAT MIKIR !'"
Negative,"Jgn ada yg percaya dgn akun ini\n\n\xe2\x9e\xa1 USER \n\xe2\x9e\xa1 WA 081381413774\n\nAwal nya dia ga percaya sy buat\nCAMSEX, trus sy buktikan Vc beberapa detik, pas suruh Tf alesan nya neko2\n\n\xe2\xac\x87Ni muka nya kaya monyet \xe2\xac\x87 URL"
Positive,"Jika kalian semua kesepian, kamu akan belajar betapa hangat nya memiliki teman-teman."" -Fairy Tai'"
Negative,"Jika member iKON membandingkan B.I dengan seekor binatang, maka B.I adalah monyet. Dia juga mirip karena pintar'"
Negative,Jilatin memek aku donk mau ?'
Negative,"Joget dekat Raffi Ahmad, Ayu Ting Ting dibilang norak dan kampungan sama Nagita Slavina! Waduh, begini kronologinya: URL URL"
Negative,"Jujur gw sulit lupain lo , disaat gw sibuk lupain lo , lo malah keliatan biasa aja , bangke ngga sih lo'"
Negative,Kaget anjir tbtb ada kucing masuk kamar asw'
Positive,Kairoseki adalah alat yang dapat membatalkan kemampuan pengguna Buah Iblis dan melemahkan mereka'
Negative,Kajox ga on si kunyuk deact si tete ilang entah kemane -_- abis dah bestie cowo yg gua punya'
Negative,"Kalau BANGSAT menjadi wakil rakyat, yg keluar dari mulutnya ya BANGSAT.\nKalau MONYET menjadi wakil rakyat, yang keluar dari mulutnya ya MONYET.\nKalau BABI menjadi wakil rakyat, yg keluar dari mulutnya ya BABI.\nKalau ANJING menjadi wakil rakyat, yg keluar dari mulutnya ya ANJING. URL"
Negative,Kalau diklaim pemerintahnya gagal tangani banjir dan warga miskin meningkat. Eksekutif dan Legislatif itu sama2 BEGO.'
Negative,Kalau legislatif gagal. Kok diambil calon wakilnya. Yang bego ini siapa? kira-kira???'
Negative,"kalau pak JKW diam dan merasa gak terusik bisa apa? bisa jadi peristiwa itu ada,salahnya si kunyuk\nArseto bawa nama pak JKW skrg kaya! dulu sblm jadi RI1 pelaporan 27M,setelah jadi RI1,setiap bln gak ada pengeluaran,gaji ditabung ,pasti kaya lah! URL"
Negative,Kalau udah uts analisa struktur temen-temen berubah jadi budek dan pura-pura bolot.'
Negative,Kalian cocok ko :) sama sama bajingan !!'
Positive,"kalo di catatan harian menantu sinting, lakban = laki banget, sementara itu lakban menurut definisi df USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 URL"
Positive,"kalo di transformer biasanya mobil berubah jd robot, kalo unbk biasanya orang pinter berubah jd haji bolot.'"
Positive,"Kalo ingat kata"" ini lucu hhhaa --&gt; yang budek kurasa org yg pnya hape itu hhhhaaaaa hapenya bolak balik bunyi ga diangkat. Oalah oalah!'"
Negative,"Kalo jodoh ditangan tuhan, mungkin mantan kita sekarang sedang ditangan setan -_,-'"
Negative,Kalo punya otak ya pake dong mbak! Tolol.'
Negative,"Kalo tolol tuh coba jangan di tunjukin ke orang, malu.'"
Negative,"Kampret itu disaat lo bener2 udh bisa jauh dr dia, udh 80% moveon, udh bisa lupain semua tentang dia eh...... Tiba2 dia nge chat/sms LAGI.'"
Negative,Kampret lupa ngambil laundry\n\nHhhhhhhhhhhhhhhhh'
Negative,KAMPRET MARKSON GUE SAMPE GARUK2 KASUR URL
Positive,Kampret merah tuh apa?.-. URL
Negative,Kampret revisi hahaa URL
Negative,Kampret. Datang pas butuh aja. Ngerusak mood sumpah.'
Negative,Kampret\n\nKemaren cepet2an beli sekarang dijual online \xf0\x9f\x98\xa4\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4 URL
Negative,Kampungan sekali pada ga tau Crispy Rendang. Kalo lu kebetulan dapet Lengkoas. Itu lah Crispy Rendang.'
Positive,KAMSEUPAY = KAMpungan SEkali Udik PAYah'
Negative,Kamu bilang Gue Bangsat?..\nMatamu Ambleg kuwi..\nOtaknya dipake..\nBaca pelan lalu ditafsirkan Maksud Gue Apa..\nNdasmu Amoh Kuwi mbangsat\xc2\xb2 ne wong liyo \nKaton Goblok mu..\nDurung Pinter Medsosan Ngablak ndisiti.. URL
Negative,KAMU DASAR BAJINGAN...GAK BISA DIPERCAYA OMONGANNYA...'
Negative,Kangen smasa. Bajingan :('
Positive,Karakter kartun yang mendeskripsikan karakter Luhan adalah \xe2\x80\x9cRaja Monyet diDragon Ball\xe2\x80\x9d karena mereka berdua memiliki rasa keadilan XD'
Positive,"Karena kebiasaan pake earphone ke mana-mana dan suka budek kalo ada yang nanya, tadi tiba-tiba ada bapak-bapak nanya dan aku gak denger dia nanya apa, tanganku refleks megang kuping, padahal lagi gak pake earphone :""( kumalu 2 detik\xf0\x9f\x98\xad\xf0\x9f\xa4\xa7'"
Negative,"Karna kondisi udah malem gw udah letih. Kalo capek mood juga gak keruan kan. Gw jadi merasa tertantang. Abangnya udah mayan jauh, mana kondisi jalan padet banyak mobil dan motor, tp entah setan mana yg bikin gw emosi, gw pun ngebut slusap slusup.'"
Negative,kartu axis kaya kunyuk!!'
Negative,"Kata cewek ""Semua Lelaki itu brengsek"" Nah guys kalo lo brengsek berbanggalah, Brarti lo laki'"
Negative,"Kata cewek ""Semua Lelaki itu\nbrengsek"" Nah guys kalo lo brengsek\nberbanggalah, Brarti lo laki.'"
Negative,"Kata mama ""orang sombong itu temenya SETAN"" jadi jangan salahin gue, kalo gue gak mau temenan sama orang sombong kek lo!!'"
Positive,"Kata orang jawa, moto picrk kuping budek, rai gedek pada masalah yg dihadapi rakyat.\n\nKalian ingin populer dg cara hina URL"
Negative,"Kata si burung, tahun 2030 Indonesia bubar. Kata si Kerbau, tahun 2030 Indonesia kuat. Mana yang bener?\n\nApakah kita harus tanya pada monyet? Gimana nasib negeri kita nyet? :D\n\n#wkkkkwkk\n#tongseriusteuingah\n#rieuttt'"
Negative,Katanya sahabat tapi dibelakang kayak tai'
Negative,"Kebanyakan cowok galau karna , saat malam terbangun karena mimpi basah, tapi mimpi basahnya karena di enaenain sama banci'"
Negative,"Kebayang sepotong adegan dimana dia kesal karena isi laporan kacau kayak gak di edit.\n\n""Perlu gue kata-katain atau gue bajak gebetannya biar si kunyuk tahu diri?"" URL"
Negative,Keciduk juga ni Kunyuk...\nProses hukum aja....kagak usah pake Matre... URL
Positive,"Kecuali manusia dan monyet, semua mamalia buta warna #dfact'"
Positive,"Kecuali manusia dan monyet, semua mamalia buta warna.'"
Negative,Kenali aku lebih dalam. Maka kamu akan mengerti bahwa seorang bajingan sepertiku masih punya hati dan perasaan!'
Positive,Kenapa berkata asu dibilang mengumpat dan kasar? Bukannya asu salah satu hewan piaraan yg lucu dan ngemesin? Nek ra iso eek we ws tak pelihara'
Positive,kenapa gua selalu suka dengan anime2 yg ceritanya selalu ada perjanjian dg iblis nya? #DeathNote #TokyoGhoul #NanatsuNoTaizai #BlackButtler #Overlord #Noragami'
Negative,"Kenapa ya orang Indonesia ini disuruh tertib susah banget? Salah satu contohnya adalah tertib untuk tidak naik ke KRL sebelum penumpang yang mau turun selesai semua. Saking seringnya nemu orang-orang brengsek kayak gitu di stasiun, saya sampai kepikiran untuk nyiapin kata makian.'"
Negative,kenapaa oh kenapaa diriku brengsek'
Negative,"keren, ksatria, jantan, berani, patuh pada hukum, bukan banci yg kabur saat disapa polisi \xf0\x9f\x98\x8e URL"
Negative,kereta bandara tuh tai bgt ga si GANGGU JADWAL krl'
Negative,kerja kelompok sambil ngentot URL #bokep #ngentot #memek #bugil #bispak'
Negative,kesel tai army kepalanya gede2 bener URL
Negative,"Ketemu klien, orang batak, dia ngegas gua ikut ngegas. Brengsek. Malu2in kantor.'"
Negative,Ketiduran 10 menit dan punya dorongan tidak wajar untuk cover lagu. Sinting'
Positive,"Kintamani adlh anjing ras Indonesia yg diakui PERKIN, tapi blm diakui F\xc3\xa9d\xc3\xa9ration Cynologique Internationale (FCI) sbg anjing ras dunia.'"
Positive,"Kita akan belajar giat, dengan penuh dedikasi, tapi bukan hanya untuk lulus ujian. -3 Idiot'"
Negative,Kita-kita biasa aja dengan pernyataan yang ada. Ga ngerasa bangke.'
Negative,"Kl aku tdk taat pd Tuhan, malam kemarin kamu udah aku kata2in pengecut, perek, pelacur, wanita tidak tahu diri, wanita rendah... aku kata2in di depan suamimu dan aku tidak takut pd suamimu. Mas kamu bilang dirimu pernah bajingan, masa laluku lebih gelap dan lebih bajingan dr kamu'"
Negative,klo aku disana uda ku ambil hpnya terus kujual bodo amat biar kapok sekalian lama2 ngeselin jg ga hati-hati bgt km john\xf0\x9f\x98\xad'
Negative,Knpsih ni dosen tiap adzan gapernah break dulu gitu?! Nyerocos mulu kunyuk'
Negative,Ko ingt aku buat banci ke gigih nk kira URL
Positive,"Komedian paling awsum menurut gua adalah Pak Bolot. Hebat banget dia bikin dialog2 yang gak nyambung &amp; dadakan, terus gak bingung sama lawan bicara yg digakbolotin. JAGO BETUL TEKTOKNYA YA ALLAH. \n\nLONG LIFE PAK BOLOT.'"
Negative,"Kon ngregani aku, aku iso ngregani awakmu kok. Lek kon mbajingi aku, aku yo iso lebih bajingan nang awakmu dik. Tenang ae'"
Negative,kontol aa udah gk sabar ngentotin memek eneng.'
Negative,Kontol sange lagi. Ngaceng lagi'
Positive,"Korupsi dan ngibul sama jamaah itu nggak haram, yang haram itu makanan yang terindikasi mengandung DNA? babi.\n\n\xf0\x9f\x98\x82'"
Negative,Kuat brp ronde hihi\nNgentot sange'
Negative,Kunyuk ngapain \xf0\x9f\x98\x82 URL
Negative,Kunyuk... Di like thok ora di read'
Negative,kuping gue budek gilak dari 4 pagi 4 kali ganti busway bodohnya diri ini~~~'
Negative,Lagi booming meme ini. Kemacetan adalah suatu hal yang abadi karena masih banyak yang mungut SIM di pos ronda. Idiot versus cerdas emang sangat mudah dibedakan. \xf0\x9f\x98\x85 URL
Negative,Lagi enak2 tidur pen bangun siang eh dibangunin gitu aja cuma buat nulisin surat sakit yaelah tai \xf0\x9f\x98\xa1\xf0\x9f\xa4\xac'
Positive,"Lagu kebangsaan Yunani mempunyai 158 bait. 19. Kata ""depp"" dalam bahasa Jerman artinya ""idiot"".'"
Negative,LAPTOP AKU DIJANGKITI VIRUS SEKALI LAGI BABI APAKAH YANG SEDANG BERLAKU INI?!!?!?!??!!!'
Negative,Lihat memek tante'
Negative,"Lihat noh tampang lu, tampang banci, LGBT! URL"
Negative,Lo kalo ada masalah sama gue langsung aja bilang ke gue .. Jangan cuma bisanya bacot lo doang yang koar2 dibelakang gue !! Fak pengecut lo'
Negative,Lo pernah gak si lagi mau makan kebayang makan tai tikus. Yang pada saat itu dlu lo kecil pernah nyobain WKWKWKWK idiot'
Negative,Lol kunyuk k jepang buat nnton RV toh \xf0\x9f\x98\x82\xf0\x9f\x98\x82'
Negative,"Lrt, ANJIR GUE KETAWA SAMPE ENGAP'"
Negative,Lucu deh mobil mobil pejabat negara warnanya ijo ijo tai kuda gt'
Positive,"Lumba-lumba, Gajah dan Monyet mampu mengenali dirinya di cermin.'"
Negative,"mager padahal mantul banget anjir gsnya ada naif, ari lasso, padi, jaz, ran, fourtwnty, hivi, danilla. \xf0\x9f\x98\xa5 ))'"
Negative,Maju lu sini anjing'
Negative,Maju lu sini anjing URL
Negative,maju lu sini babi USER'
Negative,"Maju lu sini duit tapi kau goyang kaki tak buat pape , mana la duit nak maju kat kau bodo URL"
Negative,"Makin ke sini makin ngerasa bacot orang gada habisnya, tapi hidupnya tetep gitu gitu aja.'"
Negative,"Makin tua makin tidak berjiwa.\nMiskin kata miskin kalimat, sampai2 melukai perasaan para alim.\nMenarilah diatas puisimu yg dibisikkan oleh iblis laktatullah yg sdh melekat pd jiwamu.\nJika jiwa tk lagi berfungsi hati tak lagi tersentuh maka bersiaplah untuk menerima azab ALLAH.SWT'"
Negative,Mana sempet mimpi lagi gw bangke'
Positive,Mangsa utama dari burung Elang Harpy adalah monyet.'
Negative,"Mantan itu perlu di kasi bunga biar lebih so sweet dikit, bunga bangke maksudnya :|'"
Positive,Marked as to-read: Catatan Harian Menantu Sinting by Rosi L. Simamora URL
Positive,Masa untuk compile kan assignment *sinting lengan baju*'
Positive,Masak kalah sama monyet...monyet aja bisa cari duit.. #beritaterhangat'
Negative,Masalah betul la kulit sensitif ni. Pantang sikit je dah jadi monyet'
Negative,Masih aja lo ngurusin urusan gua? Hina banget lo jadi orang'
Negative,masuk zar biar jadi rps\n\nrp sinting\n\natau rpl\n\nrp lambe URL
Negative,"Mau dikatain anjing ya?:"" URL"
Positive,"Mau sampe budek di deact kaya gimana pun akunnya jinkiw kalo emang ada kebijakan baru, itu akun kaga bakalan masuk mentab gue rasa .g'"
Negative,"Mau tlp kampret gitu yakkkk, nyatanya pls sekarat....'"
Negative,Mbah berfatwa kalo ngomong asu itu ndak papa. Asal jangan diikuti dengan kata kamu atau nama orang. Okesip. ASU'
Negative,"Melawan roma kamis dinihari nanti, liat latihan hari ini Busquets udah latihan lagi, semoga nanti bisa maen. Gembel banget kemaren gada busi.'"
Negative,Memang iblis punya perangai yang buat kucing macam tu zzzzzzzz tak sanggup aku tgk \xf0\x9f\x98\xad'
Negative,Meme pun nak cilok Indo punya ke? Dasar malingsia! Brengsek!'
Negative,"memek aku udah basah nih bang ,sini punya abang masukin aja ,udah gak tahan ah ah ah'"
Negative,memek becek terus.'
Negative,Memek di gilir anak nct asik kali ya nghh'
Negative,Memek gatel pengen di kentot pake kontol keker'
Negative,Memek kalo udah basah gini enak banget keluar masuk pake jari jadi licin.'
Negative,Memek lonte pengen disodok kontol gede'
Negative,memek minta di sodok'
Negative,Memek udah basah nih mas \xf0\x9f\x98\x89'
Positive,"Mencintai budaya lokal bukan berarti kampungan, mencintai budaya barat bukan berarti kebarat2an karena lagu ""timur ke Barat selatan ke utara"" cuma lagunya wali'"
