Text Tweet,Sentiment
"Belum siuman jg nih partai? ""@CNNindonesia: PDIP Geram Budi Gunawan Tak Jadi Dilantik http://cnn.id/33754 "" cc @AdianNapitupulu @Masinton",negative
"Kecewa tidak ada air panas atau hot shower yg dijanjikan Airyrooms, tidak bisa mandi malam. Tidak ada pemberitahuan atau permintaan maaf sebelumnya baik dari resepsionis maupun housekeeping bahwa water heater sedang rusak. Skor buruk deh. Kecewa",negative
"Hotel dan suasana semuanya cukup baik, staf baik. Hari pertama dapat kamar di lantai atas tidak ada wifi tapi air panas lancar, debu cukup tebal dimeja dll. Pindah ke kamar balcony wifi lumayan ada connection tapi tidak ada air panas. Housekeeping lebih sering melap furniture nya aja supaya kamar jadi lebih baik.",negative
"Banyak Begal Motor, Polisi: Jangan Pergi di Atas Pukul 22.00 http://bit.ly/1zFr3jp  via @VIVAnews",negative
sangat kotor dan bau sampah menyengat. ,negative
"lift mati, ac tidak dingin, kamar lantai 3 dan kalo mau naik turun capek sekali",negative
Malem minggu? Ohh.. yaudahh dirumah aja ditemani aa afgan yaa kan.. *biasanyajugagimnasihmbloo* ? [pic] ? https://path.com/p/1A7l97 ,negative
bau pesing. tolong di perhatikan.  kotor juga,negative
lumayan.cocok buat salesman.. sayang tak ada air panas dan WiFi...,negative
#Lounge Anak umur 7 tahun ini hobby bakar mobil gara gara bapak nya http://dlvr.it/8mdY2Z  #Assadiqulhaq,negative
"Satu mobil dan satu motor tertimpa pohon di Hayam Wuruk. Tidak ada korban jiwa, cuma cedera dan shock @BaleBengong ",negative
"Kamar mandi kotor, pelayanan sangat tidak baik karena stafnya tidak ramah sama sekali, tidak nyaman ",negative
"Jangan pernah pergi lagi dari hidupku, kuakui ku tak sanggup hidup jika itu tanpamu :')",negative
Aku cinta tapi terkekang. Maunya kamu aku diam tak boleh bersolek. Jangan sampai? ? Seperti Itu? by Syahrini ? https://path.com/p/1ilWT8 ,negative
Ini Motor Ninja ZX-10R Yang Harga Lebih Mahal dari Mobil Innova Selengkapnya --> http://harianjambi.com/idnews/sprn  http://fb.me/6qawJTHeO ,negative
kamar jarang dibersihin,negative
#BeritaMahasiswa - Air Mata Sang Ibu Iringi Pemakaman Mahasiswa UPI yang Tewas Diseret Mobil 30 Km Mahasiswa Unive? http://ift.tt/1LUgkcG ,negative
Channel tv ny kurang jernih dn kurang banyak,negative
"Suai lah dg harga, cuma mohon handuknya ganti yg baru krn handuknya tipis bgt",negative
"Charles Honoris: Patahkan Pilkada Langsung, KMP Khianati Rakyat http://bit.ly/1y125zo  #Pilkada U.S. West Coast? http://dlvr.it/8fRQBs ",negative
Kamar bagus dapat Snack dari hotel atau airynya semua yg ada dikamar berfungsi dengan baik WiFi kadang lambat kadang cepat tingkatkan lagi pelayanannya,negative
"RT @VIVAlife_: VIDEO: Ayu Ting Ting Sewot, Raffi Ahmad Bahas Enji http://dlvr.it/8jNmml  ",negative
"kurang ramah, saat datang kondisi kamar belum siap untuk digunakan karena AC bermasalah.",negative
wifi tidak tersedia dgn yg di berikan,negative
"Kamar 310 tvnya rusak jadi bikin tidak nyaman, tidak ada perbaikan",negative
Dorong adek ini ke jalan raya baaang ~~~? ? Untukmu Aku Bertahan by Afgan ? https://path.com/p/zWHns ,negative
"Karena org yg tulus mencintai takkan mudah melepaskan, takkan mudah pergi, takkan mudah merelakan. :)  ?",negative
"Air hangat di bathroom tidak berfungsi, sudah complain tapi tidak ada solusi, malam dan pagi mandi a",negative
sarung bantal agak bau,negative
tempat nyaman cuman di ac nya aja kurang dingin,negative
pegawai kurang ramah,negative
kamar mandinya tolong di perhatikan kembali kebersihannya dan agak sedikit bau dn closet ya terutama .makasih,negative
"Syahrini Tak Datang ke Bareskrim Mabes Polri sebab Sakit, tapi Sibuk Konser http://j.mp/1vROCnr  #sib",negative
kamar mandinya air hangat rusak,negative
"tempatnya sempurna, pas didepan Pantai Losari, namun sayang ACnya Kurang Dingin padahal sdh lapor namun tetep tidak bisa dingin",negative
Ups! Baju Model Melorot Saat Show Ardistia New York di IFW http://tinyurl.com/okjpcxz  ,negative
"Kamar panas, AC tidak dingin. Tempat semacam kurang layak.",negative
"Hati wanita itu kaya kayu, kalo kayu semakin lama semakin keropos, kalo hati wanita semakin lama disia2in semakin dia pergi untuk ninggalin.",negative
"JOROK! SELIMUT, SPREI BAU kamar sembab",negative
"Dokter sekali pegang pasien sekian menit, ratusan ribu..tp org lupa ngitung waktu yg diperlukan dokter buat sekolah, kuliah, praktikum ..",negative
Beginilah efek @kvinjulio gaada di @aspggs. Ada yg nyetel @trans7 nonton konser Afgan. Ada yg nyetel @whatsonantv nonton bollyvaganza,negative
"Sprei kasur dan handuk masih kurangp bersih tetapi,klo lebih bersih pasti tambah oke",negative
"all perfect, hanya kurang informatif untuk wifi dan nomor operator yg dpt dihubungi",negative
air panas di kamar mandi ga nyala. udh dilaporkan bbrapa kali tp ga direspon. resepsionisnya kurang ramah dan terkesan cuek. kebersihan bagus.,negative
perlu selimut dan tambahan papan nama di pinggir jalan supaya tidak bingung cari tempat ini,negative
acnya kurang dingin,negative
nak beli iphone pun takde duit nak makan ice cream lagi lah takde duit ,negative
Putusan Sidang Mahkamah Golkar Ditunda  http://metrotvn.ws/A363114 ,negative
"lumayan bagus,,tenang untuk istirahat,,pelayanannya harap ditingkatkan check kamar sebelum dipake cust,,keset sama tempat sampah saya minta dulu baru disediakan",negative
1 dari 10 anak tidak mau kembali sekolah karena mereka takut korban bullying.,negative
VIDEO: Mobil yang Terparkir di Kantor DPRD Sulsel Ini Gunakan Plat Palsu http://bit.ly/1actHr7 ,negative
"masih ada rambut2 di seprai kasur, dan seprei kasur tidak bersih terdapat noda2..",negative
"Kamar masih ada bau debu. Kamar mandi showernya mampet, ga ada air panas jg :’)",negative
"Agak kotor sekarang yah, banyak yg rusak dan tidak dibetulkan.. but overall ok lah.. air panas langsung keluar, tapi pas malam airnya panasnya gak ada. ",negative
"kamar ga sesuai sama yang di foto beda jauhh bangeet, tempatnya kurang bersih",negative
Mendingan pergi dari pada di kecewain terus...mendingan pergi dari pada ada tp selalu dianggap gak ada.,negative
Hingga kau sadari sesungguhnya yang kau punya hanya aku tempatmu kembali?? ? Sadis by Afgan ? https://path.com/p/12VKe6 ,negative
kurang ramah,negative
"Pelayanan kurang ramah, penjaganya yg cewek jutek judes, ga mau senyum.. kalo kamar sih memuaskan sekali cuma pelayanannya aja yg kurang..",negative
saya kecewa karena tidak bisa cek in pada mlm itu dngan alasan boking lewat dari jam 12. padahal di menu pilihan di awal tertulis menginap mlm ini. ,negative
"fasilitasnya OK, tapi kurang untuk pelayanannya. ",negative
"lumayan, tp kamar mandinya kurang bersih & bau.",negative
tempatnya nyaman tapi pelayannan kurang bagus bolak balik minta perlengkapan mandi....handuk.... juga hanya dikasih minuman gelas,negative
lumayan murah. AC tidak dingin. kamar mandi kurang bersih. lingkungan sekitar kamar kurang bersih. ,negative
"Lantai kamar kaya ada lengket2nya, mungkin karena belum dipel ",negative
"#NewsSumsel Syahrini Diserbu Warga: ""Eh itu Syahrini, cantik yah, ih cantik banget. Tapi sayang kok pendek yah... http://bit.ly/18aSmLP ",negative
"Masak masak sendiri....makan makan sendiriiii cuci baju sendirii, tidur pun sendiriiii~~ ??????? (at Chexoz) ? https://path.com/p/1g2xgZ ",negative
ac kurang dingin dan kamar model lama,negative
Syahrini Terlibat Kasus Feriyani Lim? - Silet 21 Februari 2015: http://youtu.be/7KxGOaN4RqA?a  via @YouTube,negative
hot shower tidak berfungsi,negative
saluran channel tv diperbaiki dan wifinya lambat,negative
ace nya cuma ga dingin,negative
Kamarnya banyak nyamuk dan kurang bersih.,negative
"tempat memang tidak strategis. bangunannya pun sudah usang dan tidak terurus karena hotelnya sangat sepi. beberapa fasilitas hotel pun ada yang rusak, contohnya ac, shower, kasur, kunci lemari. Walaupun yang menginap sedikit, tapi tetap saja di buatkan sarapan. yaa sesuai lah sama budget kita. overall hotelnya lumayan bagus kok. terima kasih~",negative
"Spreinya kotor kaya bekas darah gitu. Jijik bgt,, Baru ktahuan mlm karna d tutup sma selimut.  Kamar mandi kotor kayanya jarang d bersihkan. G sesuai sma foto.  Mengecewakan. ",negative
"pada umumnya baik, sisa kurang wifi... tolong diperbaiki... ",negative
"46. Jadi konflik Anas dan SBY sebenarnya terjadi sejak Kongres Demokrat pada Mei 2010, hanya mulai tampak serangannya sejak Anas terpilih.",negative
PDIP Geram Budi Gunawan Tak Jadi Dilantik: Kemarahan si banteng moncong putih diprediksi akan menimbulkan manu... http://bit.ly/19NP9CF ,negative
"Kamarnya kotor, bau, kasurnya banyak kutu.",negative
Jangan salahin cewek kalo suata saat nanti dia pergi karna dia lelah dengan sifat kamu yg cuek dan gak pernah ngehargain perjuangan dia :'),negative
"Pelayanannya kurang memuaskan, setiap hari tidak diberikan snack dan perlengkapan mandi airy. Untuk kamar jg tidak sesuai dengan yg digambar.. ",negative
Bagus tapi tidak dapat air mineral botol,negative
"18 persen mobil merah banyak yang menjadi korban kotoran burung, karena warna merah adalah warna favorit burung untuk membuang hajat.",negative
Tgl 9 Juni 2018 saya menginap di salah satu kmr di lt.2 (lupa no kmr-nya) dan sangat kecewa krn AC yg sama sekali tidak dingin sehingga tidurngak nyenyak krn panas san flushing kloset yg rusak (tidak bisa di flush). Payah dan sangat tidak recommended,negative
"saya tidak mendapat perlengkapan mandi standart airy, seperti: sabun, shampoo, pasta gigi, sisir rambut, & sikat gigi yang disimpan didalam dompet dg logo airy. ruangan yg saya tempati kurang bersih, banyak nyamuk, bed cover  ada bercak putih seperti bekas sperma, dan kamar mandi yang lantainya penuh kerak. terus terang, kali ini saya kecewa",negative
Suami-Istri Kader PDIP Ngotot Maju Pilkada - http://JPNN.com  http://goo.gl/fb/p2vlVB  #KotawaringinTimur,negative
"Semacam mimpi buruk. Resepsionis tdk ramah, tdk fleksibel, kamar blm siap sampe jam 2, tamu menunggu, listrik mati di pagi hari hampir khabisan udara di dlm, uang deposit tdk dikembalikan. Kalau butuh tip jgn begitu caranya. Sy tdk ingin kalian merasakan hal serupa, pertimbangkan matang2 sebelum memilih airy yg ini.",negative
"Tidak ada yg bertulisan Airy di room 107, remot TV tdk bs di pakai(rusak), remot AC tdk ada(hidupin AC manual), perlengkapan kamar mandi cmn ada handuk. Kami sangat kecewa yg di room 107 Room 103 sangat puas perlengkapan room ada smua",negative
kamar mandi menurut saya agak kurang yaa.. sudah ok sih.. tp utk air panas agak lama sekali menunggu nya.. shower nya pun miring2... ok lah..dgn harga yang relatif murah dan terjangkau.. thanks for Airyrooms.. ,negative
"Datang jam 1 siang ga boleh check in sampe jam 2 pdhl uda capek bgt. Sprei jorok, ruangan lembab, jauh dari kota, sesuai lah harga murah. Ga rekomen lah.",negative
"jangan makan,main hp trs tidur tiduran mulu heh #B -onie",negative
laurajessica416: PDIP Ogah Andalkan Figur Jokowi di Pilkada 2015  http://goo.gl/LRcKnc ,negative
"Lom bisa bobo gr2 ngutak atik Hp yg lg brmasalah,akhirx dah bisa digunaain lg tp gmn carax? (at SpideRed Room) ? https://path.com/p/4ch21N ",negative
Kalau orang dah tak suka. Jangan terhegeh hegeh. Buang masa. Pergi terhegeh hegeh dekat orang lain pulak. Mana tahu ada yang suka.,negative
"bagus, namun showe air panas sedikit tidak berfungsi",negative
Friendzone itu kayak wiper mobil. Digunakan hanya untuk menghapus air hujan.. Atau air mata.. Atau menghapus tai burung. Udah.,negative
jorok sekali ,negative
"Cantik cantik cantik,liga kok kick off nya pake mundur2 kya syahrini...payah tim9 payah,menpora payah [pic] ? https://path.com/p/YXgGp ",negative
"pelayanan enak sih, mbaknya ramah,  tapi kurang sopan.  masa tamu di anggap teman sendiri,  di panggil nama, setau saya, ada aturannya terus yg bantu login wifinya malah koko yg punya bukan pelayannya. btw.  thanks. ",negative
"Bersih..nyaman utk stay for a while..cuma air panas agak lama,mgkn krn bnyk yg pakai..Over all sudah bagus",negative
"Di Banda, 2 rumah & 28 ekor sapi hanyut. 400 rumah, 30 hektar padi dan 2 hektar jagung terendam, pagar sekolah dan kantor desa rusak..",negative
"pelayanan buruk , ngga niat terima tamu",negative
Ada kecelakaan tunggal mobil ertiga terbalik dijalur paling kanan tol jagorawi KM 35.200 (via rheea),negative
Entah by Afgan ? https://path.com/p/LwY6Z ,negative
"sy sdh beberapa kali menggunakan airy tap kamar hotel ini sangat jauh dari ekspektasi dan sangat tidak sesuai dengan deskripsi dan gambar di applikasi airy, bhkan aksesoris airynya tidak ada. tidak ada air hangat, kamar apek dan kotor , handuknya lebih mirip bathmat,jadi worry jg dengan airy ....",negative
"Kondisi toilet kurang bersih, closet rusak dan lingkungan berisik",negative
"kamar bau dari selokan kamar mandi,banyak nyamuknya,pagi air utk mandi sangat kecil jadi hrs nunggu agak siang utk mandi.",negative
Tingkatkan Fasilitas dan Pelayanan Wifi tidak sampai ke kamar air hangat tidak hangat remote tv tidak berfungsi kurang pengharum ruangan,negative
"kamarnya tidak nyaman, pengap dan tidak bersih",negative
Ada istilah tersendiri bagi rasa takut untuk pergi ke sekolah yaitu 'Didaskaleinophobia'.,negative
"??? BUNGA UNTUK MAMA ??? Pada suatu pagi, seorang pengusaha muda dengan tergesa-gesa berangkat ke kantor.? ? https://path.com/p/JvJEG ",negative
tv nya lain kali diperbaiki ya,negative
alamat g ktemu. di tlp g direspon... merugikan!!!!!!!!,negative
kamar bagus dan rapi..  hanya kurang wangi saja,negative
"Tidak bisa nonton tv karena tdk ada signal,sprei sepertinya belum diganti masih ada serpihan debu,tp overall cukup memuaskan apabila kemalaman di daerah setiabudi",negative
Dualisme Kepemimpinn Golkar Pengaruhi Pilkada Kabupaten http://dlvr.it/8ftrH5  ,negative
Ternyata di sekolah itu bukan cuma rebutan pacar tapi ada juga yang rebutan wifi,negative
"Kau pernah pergi pantai ? Kau cuba jalan atas pasir pantai, kau toleh belakang ada tapak kaki kau kan ? Itu kenangan.",negative
Gila jam segini masih di kantor piket demi spk :( (at Plaza Toyota) ? https://path.com/p/89iw0 ,negative
Seandainya kenangan itu bisa diapus seperti foto di hp tinggal tekan tomblol 'delete' #jujur http://instagram.com/akujujurid ,negative
"kamar tidak sesuai dengan harapan,ac sangat kotor,ubin terangkat jadi bahaya ketika terinjak,toilet ada kecoa........general cleaning harus berkala karna fasilitas sangat buruk",negative
"Yang berkesan adalah pihak hotel berkenan memberikan makan sahur (sebagai ganti sarapan) waktu saya menginap di sini pada bulan Ramadhan. Yang perlu diperbaiki sekiranya handuk perlu diganti, plafon perlu dicat ulang agar bersih (ada plak hitam) dan mungkin kamar perlu dicek ulang (sepertinya ada air AC yang bocor menetes di kamar. Selebihnya baik.",negative
Golkar Emoh Sewakan Kendaraan Politik di Pilkada - Republika Online http://bit.ly/1vSkRmx  #Golkar,negative
Panas sekali waktu malam. Wifi nya tidak berfungsi,negative
"Belum di sheeting kamarnya , biasanya setiap kali saya chek in menggunakan airy rooms . Kamar sudah di sheeting terlebih dahulu (atribut airy) seperti bantal , makanan , alat mandi . Itu belum disediakan oleh pihak hotel .",negative
"Jangan berdoa turun ujan ya, mblo RT @dellyellie: selamat makan, biar kuat menghadapi kepiluan malam minggu ini :)",negative
Kebersihan kamar perlu lebih diperhatikan.,negative
tidak ada wifi sesuai yg di iklankan..  ,negative
"selimut agak kotor, hot shower mati/rusak, fasilitas kamar mandi sudah tidak baik, pipa bawah wastafel bocor ",negative
Minum air dingin (es) setelah makan akan menyebabkan tergangggunya proses penyerapan sari makanan oleh tubuh. #Psikologi,negative
"ngantuknya kalo lg belajar, kalo lg main hp mah gak pernah.",negative
#Golkar #ARB BNN sita dua kilogram sabu dari Malaysia http://bit.ly/1LlnbeP ,negative
"ac tidak dingin,air sower kecil..",negative
"paling gak suka dgn pelayanan kepala service, terlalu bossy, walau jabatan bapak diatas karyawan yg lain bapak itu bukan pemilik, harusnya bapak bilang rekan kerjanya bukan anak buah, kan sama2 di gaji😉,, dibenahi lagi lah aturannya jgn beda2 kalau ditanya,, biar tamu gak bingung,, breakfast gak enak sama sekali,, kalau anda ramah kami akan senang",negative
"PELOR Band: Setelah Pakai Berlian 5 M, Kini Syahrini Dandan Nggak Nyambung: Syahrini yang biasanya tampil ... http://bit.ly/18c9pNO  thx",negative
Kamar mandi agak sedikit bau dan parkiran cukup sulit,negative
"awalnya sudah merasa tidak nyaman karena lantai kamar agak berdebu. setelah masuk, cek handuk & keset serta tempat sampah tidak disediakan, sambungan colokan tv ke stop kontak jg tidak ada. setelah minta pihak hotel dg cepat merespon. giliran mandi pagi, air di kamar mandi sama sekali tidak keluar, ditunggu satu jam jg tidak keluar jg. kecewa skali",negative
"Kedua kalinya nonton film ini dan kedua kalinya gw mewek.. My idiot brother ???? ? Untukmu Aku Bertahan by Afgan ? https://path.com/p/429oIB """,negative
air panas tidak ada,negative
Para penumpang yang terlantar akibat delay parah di Bandara Soekarno Hatta masih berdatangan ke Kantor Lion Ai... http://bit.ly/1vRUg9f ,negative
"ini pertama kalinya saya memesan airy rooms. saya pesan tanggal 13april untuk menginap tanggal 28april. tp ketika saya sampai di hotel, kamar yg saya booking tidak ada dan pihak hotel mengembalikan uang saya, alhasil saya harus mencari hotel lain pada hari itu! sangat mengecewakan karena tidak ada pemberitahuan dari jauh hari! TIDAK PROFESIONAL!",negative
"Seprai dan bed covernya bau, kamarnya banyak nyamuk",negative
Dari Kamar nya bagus banget. Sayang pelayan nya agak lama ,negative
air panasnya kurang berfungsi dengan baik,negative
wifi nya kurang. sama bnyk nyamuk,negative
pelyanan sangat buruk terutama resepsionis yang cewek bikin naik darah . padahal kita bayar gk gratis . tv ada tapi tidak ada siaran . sangat kecewa. tolong buat onwer perlu di kasih teguran buat resepsionis yang seperti itu termkasih . dan gk recomed banget,negative
Overall baik tapi kamar agak bau dan di lemari ada kecoa mati,negative
"malam mingguan cuma di kantor doang kita, gimana mau keluar? (w/ hengky at nite & day makassar panakkukang) ? https://path.com/p/2OpXQ5 ",negative
"Tampil Bak Lady Gaga, Syahrini Kembali Membuat Kehebohan http://bit.ly/1AWSzyP  #OpenFollow",negative
bed cover dan sprei sepertinya jarang diganti. masi ad terlihat sisa rambut org sebelumnya.,negative
air panas rusak... banyak bercak noda di sprei.. dan di bangku,negative
Tahukah kamu kalau 100% kejadian hp yg terjatuh di kamar mandi diakibatkan orang membawa hp ke kamar mandi. #ProfessorMimin,negative
Kamarnya kotor apalagi kamar mandi kotor tak terawat. WiFi tidak bisa. No recommended,negative
"Bagus, nyaman, hanya saja di wc-nya bocor",negative
seprainya dn handuknya kotor. lantainya kurang bersih. gaada sofanya sprti digambar.,negative
"Menurut saya tidak ada ruang resepsionis, jadi kalau mau ketemu petugasnya bingung. Terus kemarin masuk kantor ada 2 orang sepertinya pemilikinya tapi tidak ramah. Mereka berdua asik makan sedangkan yang jaga melayani saya. Seharusnya sebagai pemilik sekedar basa basi dan membuat tamu nyaman ini tidak sama sekali makan saja. Air ditoilet pas mandi eh habis air sedang sampoan lagi itu. Sama ruang penginapan dan kost sepertinya nyatu dalam 1 gedung. Seharusnya untuk kost sendiri untuk penginapan yg pakai online atau airy room dipisah, oh ya spreinya sepertinya tidak di ganti. Soalnya bikin gatal akhirnya saya tidur di atas bedcover. Saran di perbaiki lagi pelayanannya biar bagus. Sama kalau bisa ruang penginapan kasih jendela yang menghadap pemandangan. Jangan menghadap lorong kan kelihatan orang lain kalau yang suami istri atau ganti baju. Walaupun pakai korden.",negative
Agama suruh tutup aurat jela. Mana suruh match kan baju dgn tudung. Kita je selalu rumitkan benda mudah,negative
"Kamarnya bagus, Fasilitas lengkap, Namun sebaiknya diberikan pewangi dan penghilang bau di kamar..",negative
"Nyaman,bersih, Tapi kasurnya sempit bener-bener untuk 2 orang dempetan tdurnya Wifi susah connect",negative
Airnya berbau,negative
"Tidak ada Room service untuk menginap lebih dari semalam, dan wifi jaringannya koneksi internet kurang memuaskan lowspeed. ",negative
"Beberapa laci di meja TV dan meja rias banyak rambut. Mungkin rambut pengunjung sebelumnya. Overall rapi dan bersih. Dapat free snacks, free flow water, dan toiletris. Tapi sayangnya, penjaganya kurang informatif. Misalnya, ada dapur umum tapi tidak ada informasi lebih detail apakah bisa digunakan oleh tamu yang menginap atau tidak. ",negative
"Ketika km pergi yang aku harapkan cuma satu.. Jangan pernah 'dateng', kakm akhirnya km bakal pergi 'lagi'. :)",negative
"biasa aja, kamar kurang bersih",negative
"sayangnya: 1. handuknya bau 2. odolnya bekas pas saya buka, sudah terpakai 3. wifi tidak sampai ke kamar 4. alamat sepertinya ga sesuai. harusnya dangdeur indah 1 no 20 bukan dangdeur indah no 20. tks",negative
"kamar mandi : bagus tp air panasnya ngga bisa kamar tidur : kasurnya ngga enak bgt per nya udh rusak,kaki kasur juga pada copot lantainya pada bopeng wifinya ngga connect",negative
"kebersihan selimut, sarung bantal, handuk kurang kamar kurang wangi wifi tidak bisa",negative
16.27: RT @araputrasikumb1: Daan mogot Perbatasan jkt - tangerang selalu macet akibat pedagang yg makan ruas jln ,negative
"saya terlambat check out, harusnya jam 12. Saya check out jam 13.. Barang2 saya sudah dikeluarkan dari kamar. Saya pikir kebijakan hotel seperti ini harus diinformasikan terlebuh dahulu,",negative
"harga lumayan ,tpi kamarnya sangat tidak nyaman,kaca gak ada air panas gak ada ,kamar mandi kurang ,tempat sampah gak ada ",negative
wifi kurang kencang ,negative
"Kamar nya lumayan, wifi nya gak nyampe sampai kamar saya, kamar mandi bau, jorok ",negative
AC di kamar nomer 10 ngga dingin,negative
Hahahaa locot ala-ala syahrini najiiisss banget wkwkwk ,negative
*Omongan Jongos itu bernilai Sampah*PDIP Merasa Mega Dikriminalisasi http://www.jawapos.com/baca/artikel/13275/PDIP-Merasa-Mega-Dikriminalisasi ?,negative
Bila kita ajak kawan road trip ramai ramai tapi diorng malas nak drive. Kita pergi satu kereta je la macam ni. ,negative
"kali ini, kurang memuaskan untuk kamarnya.. pintu kamar susah di kunci, untuk seprei kasur masa banyak bolong2",negative
"Pertama datang ada serangga di kasur saya, ac tua jadi berisik, pelayanan staff seperti bintang lima",negative
Orangtua Mahasiswa UPI yang Diseret Mobil 30 Km: Pelaku Harus Dihukum Mati! http://tinyurl.com/mk4uqsk ,negative
"kamar tdk sesuai yg di foto ternyata sempit banget, posisi wastefel jg ada di dlm kmrmandi, sedangkan di gmbar posisi wastafel di luar, kamar mandi sempit juga pas nyalain air dri shower malah mentok ke tmbok, kamar dari asbes jdi td kedap sura brisik klo ada yg ngobrol dri luar stafnya jutek2 !!!!! mengecewakan",negative
15.21: RT @sally_sandjaja: Sebuah mobil terbakar di dpn appt Mediterania tj.duren-s.parman ,negative
kamar dan Fasilitas baik cuman gk ada coklat bang bangnya,negative
"kamar mandinya kurang bersih, ngak ada pewanginya juga. mohon di tingkatkan kembali..",negative
Kurang nyaman dan sempit. Tidak terlalu bersih sprei nya kusam,negative
mengecewakan. snack dan air mineral dari sponsor airy hanya untuk 1 customer sedangkan di pemesanan kamar maksimal 2 orang. handuk juga hanya 1 seharus 2 sesuai aturan yang tertera di aplikasi. walaupun guest house tapi pelayanannya sangat minimalis. shower air panas juga tidak berfungsi. sebaiknya di hapus dari layanan yang tercantum di aplikasi. ,negative
"Lalu tarikan nafas itu pergi dan tidak kembali. Lenyap begitu saja. Kamu berharap itu tidak terjadi, tapi itu terjadi.",negative
Ac ga dingin,negative
kamar mandinya sempit dan bau pesing,negative
"Dia yang pergi ninggalin kamu saat lagi nyaman dan sayang, dia juga yang nantinya akan mendapatkan hal yang sama. Karma itu nyata.",negative
"Kamar mandi lembab,  exhaust/vacuum di kamar mandi tidak berfungsi sehingga handuk dan kain lainnya berbau apek. Pelayanan ramah Sarapannya tidak enak Kebersihan kamar kurang baik Dengan reputasi dan room rate sekian, menurut saya mengecewakan",negative
"Ouwwww... *kaget* ""@kompascom: Demokrat Protes Pimpinan KPK Usulan SBY Tak Dipilih Jokowi http://kom.ps/AFploc """,negative
"Wifinya tidak jalan, sangat disayangkan. Ruangan terlalu gelap dan tidak ada jendela",negative
"cukup nyaman utk keluarga, sangat strategis dgn objek wisata . kebersihan perlu di tingkatkan lagi. kamar yg sy tempati sedikit aroma tidak sedap dri kamar mandi...",negative
Ternyata @Bellaudya829 pernah sering mimisan waktu sekolah. @SarahSechan_NET ,negative
"ga ada handuk , ac ga dingin , kamar kotor , semoga selanjutnya di upgrade lagi masalah kenyamananny",negative
"Namanya juga cinta di sekolah.. Tiap hari ngeliat, tiap hari ketemu, mau ngelupain jadinya susah.",negative
Nyaman & lumayan bersih. Menurut saya menu sarapan kurang bervariasi dan hot spot wifi perlu ditambah.,negative
mungkin bisa dimulai dari fasilitas di kamar mandi soalnya waktu saya menempati kamar yg dipesan shower air panas tidak berfungsi,negative
agak bau rokok :),negative
"Airnya kurang lancar, bau asap rokok, sarung bantal belom di ganti. Isi kotak kosong tidak ada air mineral dan tidak seperti di tampilan.",negative
kamar mandi ga bersih,negative
Gadis yang memerankan Carol dalam film 'Poltergeist' meninggal di usia 12 dan skrg dipercaya menjadi hantu di kantor the Paramount Pictures.,negative
"Wiidiih beres latian, liat hp ada bom kecil didepok.",negative
"wifi di lantai 3, sedang dlm perbaikan.mohon secepatnya bisa selesai.harapan kami, ketika kembali menginap wifi sdah bisa digunakan.terimakasih",negative
Sehingga hal tersebut menyebabkan ia harus berhutang makanan senilai 1 dirham untuk makan hewan yang dikendarainya.,negative
"""Kalau PDIP Adem Ayem, Artinya Ada Deal di Balik Penunjukan Badrodin Jadi Kapolri"" http://ift.tt/1FFrIIH ",negative
"Saya ma istri sampe berdebat tentang warna baju ini. Menurut sobat, ni baju warnanya apa? Putih-emas atau hitam-biru? http://fb.me/6vaX0KNPL ",negative
Hehehe...SBY masih khawatir :)) RT @kompascom: Demokrat Protes Pimpinan KPK Usulan SBY Tak Dipilih Jokowi http://kom.ps/AFploc ,negative
"Kamar cukup nyaman, minimalis, reseptionis ramah, hanya saja air ac sedikit bocor dan mengalir ke pintu, dan air shower saat pertama kali dihidupkan agak sedikit bau, juga bagian atap kamar ada tikus, juga Channel TV sedikit, dan juga restaurant tutup sebelum jam 7 malam, padahal dibuku room service tertulis close jam 9 malam. Mohon diperbaiki.",negative
Makanan kurang memuaskan dan wifi susah connect,negative
Yg jadi Presiden itu Jokowi ape Syahrini? Harga bensin bisa Naik turun naik turun cantiiik gitu sihh :o,negative
nyaman enak tp wifi nya g lancar.....,negative
koneksi internet perlu diperbaiki. kamar saya tidak bisa masuk wifi,negative
Wastafel kamar mandi sering mampet. Peralatan mandi cuman dpat 1 set. Untuk cleaning room nya cuman dirapiin tdk diganti badcovernya,negative
"Air macet di jam jam penting, di keterangan fasilitas air hangat tidak ditentukan jam kan? Jam 18 air hangat tidak berfungsi, untuk apa mandi air hangat pagi hari? Justru yang penting itu malam, bagaimana orang yang aktifitas sampai malam dan baru bisa man",negative
kurang persiapan & kurang bersih,negative
"#Jokowi #PDIP Tunjuk Badrodin, Bamsoet Duga ada Deal Jokowi dengan PDIP - Tribun Jabar http://bit.ly/19NK9h6  @PDI_Perjuangan",negative
"lingkungan asri, bangunan bagus. kebersihan seprai & bantal tolong diperhatikan. thx.",negative
"wifi nya di lantai 2 lagi rusak, banyak serangga2 kecil, sinyal telkomsel dan 3 tidak masuk jd hp gak bisa dihubungin. pelayanan kamar oke. semua fasilitas berfungsi. ",negative
"handuk berbau, makanan telat dan tidak seperti standar airy sperti biasanya. karyawan sangat tdak ramah",negative
"Kamar mandinya kurang bersih, dan kurang lengkap faslitasnya untuk dikamar mandi, untuk yang lain lumayan",negative
Apa yang terjadi ketika paket internet HP kita tiba2 habis?  Apa yang terjadi ketika kita lama tidak membaca Al Qur?an?,negative
