word,Sentiment
membual,Negative
bijaksana,Negative
awa-,Negative
bergulat,Negative
penyigian,Negative
mengagumkan,Negative
jambak,Negative
cekah,Negative
berlanggaran,Negative
melunyah,Negative
ujar,Negative
pemikiran,Negative
cepol,Negative
lemau,Negative
melepas,Negative
cekat,Negative
simpang-siur,Negative
penengah,Negative
menjebol,Negative
menyetrap,Negative
hadir,Negative
subversif,Negative
menyembarangi,Negative
menimang-nimang,Negative
balkon,Negative
juwita,Negative
tersimbah,Negative
tersila,Negative
tambeng,Negative
anyir,Negative
penghormatan,Negative
berdekus,Negative
madani,Negative
menganggur,Negative
berdikit-dikit,Negative
ayat,Negative
semprot,Negative
reguk,Negative
seluruhnya,Negative
jelata,Negative
berak air,Negative
selia,Negative
senang,Negative
memejalkan,Negative
kendati,Negative
tunggang gunung,Negative
pengasih,Negative
gembung,Negative
menjodohkan,Negative
melindur,Negative
tuntut,Negative
beredak,Negative
semena-mena,Negative
kedung,Negative
antek,Negative
mandiri,Negative
bancang,Negative
perdata,Negative
tertumbuk,Negative
tawon,Negative
terisolasi,Negative
putus akal,Negative
ringan lidah,Negative
menyerempakkan,Negative
terperosok,Negative
menebuk,Negative
ain,Negative
topek,Negative
alur,Negative
serak,Negative
terlengar,Negative
aib,Negative
frustasi,Negative
penyemat,Negative
ganggang,Negative
bimbingan,Negative
mewujudkan,Negative
wafat,Negative
peniadaan,Negative
penolak,Negative
geluduk,Negative
arsip,Negative
upaya,Negative
papakerma,Negative
istan,Negative
buang air besar,Negative
tongong,Negative
tuntunan,Negative
kecapekan,Negative
inventori,Negative
melabrak,Negative
sedikit,Negative
khinzir,Negative
curna,Negative
menghuni,Negative
merayapi,Negative
oles,Negative
mendemonstrasikan,Negative
cuka belanda,Negative
mengalihkan,Negative
berdampingan,Negative
menggeletar,Negative
kompas,Negative
raib,Negative
terbongkar,Negative
pandir,Negative
mengantarai,Negative
kelam kabut,Negative
bertambun,Negative
topo,Negative
menyunat,Negative
melawat,Negative
mengantara,Negative
duaja,Negative
pegawai pemerintah,Negative
rahmat,Negative
bergemam,Negative
menanggungkan,Negative
berandalan,Negative
melibas,Negative
berselawat,Negative
pangsa,Negative
pica,Negative
meriba,Negative
menyengat,Negative
kanun,Negative
menanggapi,Negative
menggugat,Negative
berkumandang,Negative
boyak,Negative
lucah,Negative
cekang,Negative
gondok,Negative
ambai,Negative
sangat,Negative
gendak,Negative
dalalah,Negative
kecintaan,Negative
bertimpa-timpa,Negative
sewal,Negative
gosip,Negative
mata ikan,Negative
muncul,Negative
tungku,Negative
ambau,Negative
pukang,Negative
terbang arwah,Negative
mengungkapkan,Negative
bersentuh,Negative
aktif,Negative
memanaskan,Negative
ruat,Negative
membantai,Negative
plonga-plongo,Negative
keropos,Negative
rangkai,Negative
bertindak,Negative
membantar,Negative
ruai,Negative
ruak,Negative
pagebluk,Negative
canggung,Negative
tergeliat,Negative
lenggana,Negative
insentif,Negative
merangkam,Negative
gegadan,Negative
kicauan,Negative
mengucur,Negative
merangkak,Negative
shabu-shabu,Negative
banyak mulut,Negative
mengorok,Negative
percekcokan,Negative
laporan,Negative
unting,Negative
ambiguitas,Negative
menyampingkan,Negative
bando,Negative
mencarak,Negative
celetuk,Negative
ledekan,Negative
arah,Negative
pohon,Negative
rumor,Negative
aram,Negative
menimangkan,Negative
jelingah,Negative
dengus,Negative
dengut,Negative
berlaga,Negative
nasihat,Negative
kerawanan,Negative
murup,Negative
lasat,Negative
congor,Negative
menegapkan,Negative
perlengkapan,Negative
sederhana,Negative
jentaka,Negative
macis,Negative
amor,Negative
dedak,Negative
perosok,Negative
jereket,Negative
salin,Negative
beranak pinak,Negative
menggelorakan,Negative
menjemukan,Negative
sedat,Negative
bonggol,Negative
sebelah,Negative
bersusila,Negative
berliku-liku,Negative
hidung,Negative
bersaba,Negative
penyatuan,Negative
runtun,Negative
meredam,Negative
buah hati,Negative
mendoa,Negative
geser,Negative
birokrat,Negative
(barang) bekas,Negative
memihakkan,Negative
elusan,Negative
tegar,Negative
huni,Negative
datang hati,Negative
gegabah,Negative
instruksi,Negative
sadis,Negative
bertelingkah,Negative
sarak,Negative
kandas,Negative
berlarian,Negative
agama,Negative
mendompleng,Negative
menitis,Negative
berkisar,Negative
penghapusan,Negative
loakan,Negative
dekaden,Negative
bukti,Negative
berkemih,Negative
menabrak,Negative
dungkul,Negative
sia-sia,Negative
kerok,Negative
potol,Negative
aliansi,Negative
riba,Negative
luak,Negative
hantam,Negative
penanda,Negative
menjapit,Negative
merosok,Negative
berkeberatan,Negative
ujung tangan,Negative
encok,Negative
otek,Negative
koneksi,Negative
mulut rambang,Negative
anggara,Negative
merecok,Negative
penindihan,Negative
gili-gili,Negative
berurine,Negative
pengebat,Negative
mendedahkan,Negative
armada,Negative
terkutuk,Negative
memenangi,Negative
wan,Negative
termasuk,Negative
gado-gado,Negative
wah,Negative
gamang,Negative
cantik,Negative
merembes,Negative
melemah,Negative
kesetanan,Negative
rakaat,Negative
melepaskan,Negative
terowongan,Negative
vakum,Negative
menolak,Negative
faring,Negative
bergemuruh,Negative
ramah,Negative
ramai,Negative
pelontar,Negative
berhanyut,Negative
bersanggit,Negative
esensial,Negative
jajaran genjang,Negative
menghabiskan,Negative
menampakkan,Negative
bercumbu,Negative
lalat kerbau,Negative
tidak keruan,Negative
jaringan,Negative
duel,Negative
pencegah,Negative
curang,Negative
lewat batas,Negative
tengak,Negative
dampak,Negative
tengkar,Negative
meragukan,Negative
layu,Negative
balela,Negative
memergoki,Negative
merua,Negative
cacau,Negative
inspirasi,Negative
beramuk-amukan,Negative
setuju,Negative
petir,Negative
berbelit-belit,Negative
lusuh,Negative
tersiar,Negative
galaba,Negative
bertunjangkan,Negative
pental,Negative
paruh,Negative
darurat,Negative
geming,Negative
hangit,Negative
gepok,Negative
realisasi,Negative
memotivasi,Negative
angkatan,Negative
serupa,Negative
kesentuhan,Negative
kungkungan,Negative
ajar,Negative
luwes,Negative
siaran,Negative
acoan,Negative
pegawai negeri,Negative
merundung,Negative
parut,Negative
panar,Negative
oyok,Negative
cingangah,Negative
bertele-tele,Negative
menyerap,Negative
hilang pikiran,Negative
getol,Negative
mengebiri,Negative
merapatkan,Negative
batil,Negative
ketelanjuran,Negative
siksaan,Negative
setip,Negative
kalimantang,Negative
salah urat,Negative
menempati,Negative
bermotif,Negative
indo,Negative
jeritan,Negative
berziarah,Negative
adimarga,Negative
menyolang,Negative
terkelik,Negative
berogak-ogak,Negative
pusu,Negative
arus udara,Negative
pencerahan,Negative
terpotong,Negative
bambu,Negative
bendera,Negative
empedal,Negative
memindahkan,Negative
cecunguk,Negative
tulah,Negative
barkas,Negative
bercanda,Negative
iring-iringan,Negative
datuk,Negative
memalak,Negative
kumandang,Negative
turunan,Negative
kacrek,Negative
ametis,Negative
segi,Negative
gembira,Negative
menangkap tangan,Negative
batalion,Negative
berasimilasi,Negative
reyot,Negative
terjumpa,Negative
kemasygulan,Negative
beroperasi,Negative
bengok,Negative
hujung,Negative
inklinasi,Negative
menasihatkan,Negative
mengistimewakan,Negative
berpencar,Negative
huma,Negative
demen,Negative
memperolahkan,Negative
jalan protokol,Negative
menyentak,Negative
sakit hati,Negative
jeri,Negative
gabungan,Negative
tertawan,Negative
tersisih,Negative
membangunkan,Negative
depak,Negative
bertabrakan,Negative
halilintar,Negative
cekung,Negative
memecatkan,Negative
pelet,Negative
konkretisasi,Negative
gua,Negative
menyeramkan,Negative
persengketaan,Negative
omong,Negative
mendalam,Negative
motivasi,Negative
mengejawantah,Negative
berbondong-bondong,Negative
menjepit leher,Negative
relasi,Negative
tebaran,Negative
menyerobot,Negative
menghamuni,Negative
tidak bekerja,Negative
jerum,Negative
skors,Negative
cetera,Negative
melesap,Negative
tertancap,Negative
detektif,Negative
lompong,Negative
berpucuk,Negative
beralasan,Negative
memakan,Negative
cimeng,Negative
baku,Negative
kabar,Negative
menjotos,Negative
rasionalitas,Negative
bangsal,Negative
meraban,Negative
memaling,Negative
menular,Negative
saya,Negative
jilid,Negative
bidas,Negative
mencerat,Negative
bercekit,Negative
pembungkus,Negative
berderum,Negative
goblok,Negative
menceluk,Negative
cakap,Negative
mengirikan,Negative
angkat topi,Negative
melanggar,Negative
memuaskan,Negative
berpasuk,Negative
percaturan,Negative
dengkur,Negative
rua,Negative
tagar,Negative
menumang,Negative
terulur lidah,Negative
sewenang-wenang,Negative
maula,Negative
menyeluruhi,Negative
ledes,Negative
berhamburan,Negative
galian,Negative
sebaran,Negative
nikah,Negative
ceku,Negative
dengkul,Negative
cabut,Negative
kemurungan,Negative
jalan tol,Negative
sementung,Negative
miring,Negative
tumbang,Negative
bondot,Negative
undian,Negative
pejajaran,Negative
menguatkan,Negative
peminta-minta,Negative
meruok,Negative
berkecai,Negative
legalitas,Negative
memilin,Negative
rambang,Negative
kaidah,Negative
kata-,Negative
bucu,Negative
mengalahkan,Negative
popokan,Negative
kencan,Negative
germo,Negative
cerai,Negative
begundal,Negative
mengukuhkan,Negative
memendek,Negative
meruyup,Negative
kebat,Negative
menggelecik,Negative
mendung,Negative
liang sanggama,Negative
sahabat,Negative
gelinjang,Negative
kebas,Negative
kerja keras,Negative
musyawarah,Negative
belah ketupat,Negative
sawat,Negative
terminal,Negative
tingkah,Negative
membayankan,Negative
kantin,Negative
bendel,Negative
koplo,Negative
menyingkirkan,Negative
papar,Negative
dalil,Negative
papak,Negative
bernuansa,Negative
enyah,Negative
merosot,Negative
capit,Negative
rencana,Negative
dewan,Negative
menceracau,Negative
malas,Negative
repot,Negative
kemik,Negative
fasilitas,Negative
bombastis,Negative
didik,Negative
bencat,Negative
terkikis,Negative
apiun,Negative
lewat,Negative
mengkhianati,Negative
bedegong,Negative
si fulan,Negative
iba,Negative
calar,Negative
flu,Negative
beruntun,Negative
membawang,Negative
ranap,Negative
mencagun,Negative
biut,Negative
tambun,Negative
andeka,Negative
membanting,Negative
dahsyat,Negative
mungkir,Negative
becus,Negative
terzalimi,Negative
pelantikan,Negative
kisruh,Negative
memedi,Negative
gas,Negative
perwujudan,Negative
bapet,Negative
intrakalimat,Negative
berak,Negative
akidah,Negative
rayu,Negative
imbang,Negative
senging,Negative
setimbang,Negative
mengirik,Negative
juragan,Negative
mengiris,Negative
vital,Negative
begu,Negative
bertikai pangkai,Negative
harap-harap cemas,Negative
warita,Negative
bawa,Negative
mempermudah,Negative
merobohkan,Negative
besar rabu,Negative
surih,Negative
apatis,Negative
menyemprot,Negative
beradu,Negative
agen rahasia,Negative
arahan,Negative
bertanding,Negative
atas,Negative
data,Negative
hasan,Negative
otak udang,Negative
terdedah,Negative
asosiasi,Negative
meneguk,Negative
natural,Negative
loneng,Negative
bertuah,Negative
menadaburkan,Negative
jawaban,Negative
merebahkan,Negative
lancang mulut,Negative
merampang,Negative
prinsipil,Negative
mengaret,Negative
corengmoreng,Negative
berkelompok-kelompok,Negative
kegelisahan,Negative
waduk,Negative
koyak-koyak,Negative
wajar,Negative
inheren,Negative
hilang arwah,Negative
mengumandang,Negative
berlubang,Negative
bermetamorfosis,Negative
soe,Negative
jeringing,Negative
ayunan,Negative
lucut,Negative
empal,Negative
berangkat,Negative
apes,Negative
mansukh,Negative
kesulitan,Negative
tuli,Negative
berguguran,Negative
kacek,Negative
menghulu,Negative
gagar,Negative
rayuan,Negative
gawat,Negative
mengada-ada,Negative
menakutkan,Negative
berangkal,Negative
tertenung,Negative
empap,Negative
prosedur,Negative
bernas,Negative
hop,Negative
terpendam,Negative
syair,Negative
penyelewengan,Negative
semok,Negative
tike,Negative
nujum,Negative
sabak,Negative
memukuli,Negative
menyolot,Negative
menyelubungi,Negative
terbentur,Negative
berusaha,Negative
bertengkar mulut,Negative
lingkar,Negative
meligih,Negative
ejakulasi,Negative
sepak,Negative
kelesah,Negative
melindap,Negative
signifikansi,Negative
kepayahan,Negative
menyinkronkan,Negative
uci-uci,Negative
menyerbu,Negative
menggerebek,Negative
khisit,Negative
gugatan,Negative
berlipat,Negative
menubruk,Negative
sarangan,Negative
kesambet,Negative
sutradara,Negative
kelucahan,Negative
mengata-ngatai,Negative
bertetesan,Negative
cacing es,Negative
beguk,Negative
bongkak,Negative
kalor,Negative
batu berdahak,Negative
gegap,Negative
lotong,Negative
memperkacaukan,Negative
membantu,Negative
gemaung,Negative
pekak,Negative
tertulang,Negative
pemberadaban,Negative
usaha,Negative
mencilok,Negative
serpihan,Negative
mengutuk,Negative
hajar,Negative
uang sogok,Negative
tanggal,Negative
buntung,Negative
hajat,Negative
pembatalan,Negative
jorong,Negative
pergabungan,Negative
uang pecah,Negative
desas-desus,Negative
prahara,Negative
memantapkan,Negative
jalan raya,Negative
batuk darah,Negative
tempelak,Negative
dursila,Negative
rebet,Negative
menghinap-hinap,Negative
pertunjukan perasaan,Negative
rebeh,Negative
hirap,Negative
semau,Negative
mendaulat,Negative
terhempas,Negative
hancur lebur,Negative
rumit,Negative
disimilaritas,Negative
entak,Negative
tradisional,Negative
tersengut-sengut,Negative
meriang,Negative
sungkan,Negative
angin lalu,Negative
bersendikan,Negative
nama buruk,Negative
dongkol,Negative
mengarah,Negative
mengonarkan,Negative
dalal,Negative
rompak,Negative
laboratorium,Negative
tunduk,Negative
banyak omong,Negative
someng,Negative
mencibirkan,Negative
menongkrongi,Negative
kuat,Negative
mutlak,Negative
pemain,Negative
dia,Negative
menyelang,Negative
eroton,Negative
endemi,Negative
lapuk,Negative
rabak,Negative
terderita,Negative
mengharamkan,Negative
pekikan,Negative
pengunjukan,Negative
kebangunan,Negative
perapian,Negative
hujat,Negative
dengki,Negative
jangkang,Negative
lap,Negative
sumpal,Negative
lembeng,Negative
kesalahan,Negative
imam,Negative
sembrono,Negative
berjejas,Negative
menghalai-balaikan,Negative
cikun,Negative
bundel,Negative
surut,Negative
urit,Negative
bloon,Negative
kubra,Negative
hujah,Negative
longgok,Negative
cempek,Negative
khair,Negative
tonjok,Negative
gering hulu,Negative
anut,Negative
berkejaran,Negative
pering,Negative
pengejawantahan,Negative
silang,Negative
berkasih-kasihan,Negative
mencecah,Negative
mempersoalkan,Negative
merenungkan,Negative
perbincangan,Negative
tergemap,Negative
penyodok,Negative
mendindingi,Negative
buncit,Negative
kerakal,Negative
lancang,Negative
enggan,Negative
mencengkeram,Negative
tertinggal,Negative
laten,Negative
luluh lantak,Negative
penodong,Negative
sogokan,Negative
fiskal,Negative
bertekak,Negative
perlahan-lahan,Negative
onyak-anyik,Negative
merembet,Negative
fungsionaris,Negative
perkembangan,Negative
dugal,Negative
recehan,Negative
dobel,Negative
kecemasan,Negative
celemotan,Negative
tanur,Negative
sombong,Negative
faktor,Negative
anu,Negative
persuasi,Negative
welas,Negative
mangau,Negative
ulung,Negative
seraga,Negative
bait,Negative
berterima,Negative
aspiran,Negative
berdansa,Negative
terhunjam,Negative
friksi,Negative
pematang,Negative
lenyap,Negative
api-api,Negative
gidik,Negative
mesut,Negative
sanggit,Negative
terseret,Negative
mesum,Negative
sukatan,Negative
golak,Negative
keheningan,Negative
tengking,Negative
aspek,Negative
amblas,Negative
memomokkan,Negative
fundamental,Negative
abuk,Negative
gunduk,Negative
beta,Negative
kemplang,Negative
abur,Negative
selap,Negative
tembelang,Negative
berumah tangga,Negative
jebeh,Negative
menikmati,Negative
membabi buta,Negative
menahun,Negative
primer,Negative
menggeligi,Negative
pembangkang,Negative
fulanah,Negative
menyetubuhi,Negative
bulat,Negative
layon,Negative
baginda,Negative
selempang,Negative
mengesak,Negative
berhimpun,Negative
berkunjung,Negative
membelot,Negative
kilah,Negative
terang akal,Negative
keperihan,Negative
serobot,Negative
mengesan,Negative
mengelakkan,Negative
kerepotan,Negative
hadiah,Negative
berdedikasi,Negative
tersekat,Negative
cek,Negative
mengebumikan,Negative
moderator,Negative
duli,Negative
menghebat,Negative
berita,Negative
melayang,Negative
melayani,Negative
menyelakkan,Negative
buta,Negative
memfitnah,Negative
nala,Negative
sekop,Negative
incit,Negative
batung-batung,Negative
gesek,Negative
rongkol,Negative
bertinju,Negative
bersengketa,Negative
cilok,Negative
keasingan,Negative
sekurang-kurangnya,Negative
daftar,Negative
bertahan,Negative
perahu,Negative
melekat,Negative
khawatir,Negative
ruang,Negative
kisikan,Negative
menghadiahi,Negative
terajang,Negative
memegang,Negative
kafetaria,Negative
masai,Negative
merenyam,Negative
patgulipat,Negative
terali,Negative
rad,Negative
ijab,Negative
meluluhlantakkan,Negative
saja,Negative
pemberon-takan,Negative
mengenjak,Negative
beranda,Negative
perus,Negative
ahmak,Negative
pepak,Negative
ceroboh,Negative
cacing pipih,Negative
cuak,Negative
bison,Negative
pepat,Negative
kotak,Negative
anjak,Negative
anak bedil,Negative
tebal hati,Negative
tenggak,Negative
melampau,Negative
bercedera,Negative
oven,Negative
mengumpul,Negative
bertumbukan,Negative
mencontengkan,Negative
menyatroni,Negative
rasialisme,Negative
terkilir,Negative
gagu,Negative
langking,Negative
bicu,Negative
dogol,Negative
camping,Negative
berugi,Negative
mengenangkan,Negative
menerbankan,Negative
cutel,Negative
mengamalkan,Negative
mencaci-maki,Negative
analitis,Negative
hipotesis,Negative
kesejukan,Negative
kepelikan,Negative
bubuk,Negative
inhibisi,Negative
hawar,Negative
himpun,Negative
mengetepikan,Negative
berlibat-libat,Negative
tergamak,Negative
tua,Negative
mengubrakan,Negative
susuh,Negative
mengingsut,Negative
cacauan,Negative
belis,Negative
meninju,Negative
mengoyak-oyak,Negative
embarau,Negative
urut-urutan,Negative
menyantak,Negative
alobar,Negative
memusnahkan,Negative
menyantap,Negative
berkembang biak,Negative
resek,Negative
kelas,Negative
jalan bentar,Negative
colak-caling,Negative
tun,Negative
bergelut,Negative
cacat,Negative
buntang,Negative
kerugian,Negative
uring-uringan,Negative
colok,Negative
gedembai,Negative
dupleks,Negative
antusias,Negative
rompeng,Negative
menyagang,Negative
benderang,Negative
tenggan,Negative
mencabarkan,Negative
cabar,Negative
celopar,Negative
penyungkit,Negative
pongah,Negative
tarung,Negative
mara,Negative
cabuh,Negative
cupet,Negative
terganjal,Negative
merompak,Negative
konotasi,Negative
keajaiban,Negative
busut,Negative
mangkel,Negative
memacak,Negative
ringan mulut,Negative
main muda,Negative
mengacaukan,Negative
telan,Negative
nyelekit,Negative
balung,Negative
menyelir,Negative
pilon,Negative
gingsir,Negative
lalim,Negative
menyuntik,Negative
takul,Negative
menebalkan,Negative
merana,Negative
bertaki,Negative
bengkak,Negative
pembalut,Negative
duduk perut,Negative
kesahihan,Negative
hantaman,Negative
kaos,Negative
kirai,Negative
lembap,Negative
orbit,Negative
wimana,Negative
peres,Negative
bergontok,Negative
bertransformasi,Negative
kolot,Negative
rajin,Negative
menyuapi,Negative
pendamai,Negative
merincukan,Negative
balur,Negative
mamang,Negative
menyemangatkan,Negative
tunjuk perasaan,Negative
terpengaruh,Negative
berjarak,Negative
patos,Negative
perkakas,Negative
beralih bentuk,Negative
asfal,Negative
menunukan,Negative
tambak,Negative
berlainan,Negative
mengoyak,Negative
menyiar,Negative
injakan,Negative
hirup,Negative
memble,Negative
menyiat,Negative
membonceng,Negative
rucah,Negative
penghisapan,Negative
kasur,Negative
susu,Negative
rombongan,Negative
pencukuran,Negative
menyelusuh,Negative
tergambar,Negative
kekacauan,Negative
menimpuk,Negative
main mata,Negative
dongok,Negative
jorok,Negative
lebu,Negative
kelambanan,Negative
bijak,Negative
sekongkolan,Negative
antagonisme,Negative
menghindarkan,Negative
bentakan,Negative
bagi,Negative
becak,Negative
mengkal,Negative
beban,Negative
sekedup,Negative
memperlihatkan,Negative
berserikat,Negative
bertangkap,Negative
ceronggah,Negative
terkait,Negative
cerabih,Negative
anak pinak,Negative
menenggang,Negative
perak,Negative
mencoblos,Negative
jompo,Negative
berdekatan,Negative
dendeng,Negative
bersedia,Negative
ira,Negative
gorek api,Negative
safa,Negative
keriuhan,Negative
sembam,Negative
gayung,Negative
isotop,Negative
terselak,Negative
keterkaitan,Negative
membawa berat,Negative
berproses,Negative
pandai,Negative
imbalan,Negative
cicik,Negative
mengesahkan,Negative
henyak,Negative
insaf,Negative
pertunjukan,Negative
latisan,Negative
tagut,Negative
pengiring,Negative
bebas,Negative
pemberitahuan,Negative
mungkar,Negative
menjejak,Negative
serawak,Negative
bergurau,Negative
cuka jawa,Negative
pemarah,Negative
pegari,Negative
bulevar,Negative
kesendirian,Negative
indusemen,Negative
kacuk,Negative
mencicik,Negative
berkawanan,Negative
jurik,Negative
leta,Negative
berangai,Negative
obrolan,Negative
cacing tanah,Negative
persetubuhan,Negative
asor,Negative
mendengung,Negative
teraduk,Negative
sebit,Negative
basmi,Negative
parau,Negative
menumpang,Negative
ketulahan,Negative
aswad,Negative
menjelma,Negative
terlampau,Negative
tertata,Negative
membuktikan,Negative
berputar-putar,Negative
tipeks,Negative
singkat,Negative
mengapkir,Negative
gonjak,Negative
berat kepala,Negative
dari,Negative
berdebat,Negative
gontok,Negative
membelai,Negative
mikro,Negative
menggemaskan,Negative
menyembulkan,Negative
tobak,Negative
ampela,Negative
luar biasa,Negative
hidup,Negative
terang,Negative
menyembam,Negative
menggentarkan,Negative
gombong,Negative
pol,Negative
pancur,Negative
kopyor,Negative
sementara,Negative
bersipongang,Negative
mencabau,Negative
tolol,Negative
taji,Negative
musibah,Negative
bergembung,Negative
ibunda,Negative
gemuk,Negative
lombong,Negative
gundukan,Negative
menyulut,Negative
cetek,Negative
berganduh,Negative
mengabulkan,Negative
naas,Negative
mencengkau,Negative
beranak bercucu,Negative
mengacak,Negative
sembunyi-sembunyi,Negative
bersepai,Negative
manipulator,Negative
iktikad,Negative
berantara,Negative
cekok,Negative
bercaran,Negative
leburan,Negative
kembar,Negative
cabau,Negative
divergensi,Negative
rombeng,Negative
redik,Negative
bongok,Negative
berus,Negative
sentuk,Negative
menginjak,Negative
bersilih,Negative
meresahkan,Negative
gelatak,Negative
instansi,Negative
kerik,Negative
sempit,Negative
jolak,Negative
bersikukuh,Negative
bersokom,Negative
menghinggapi,Negative
ogah-ogahan,Negative
drama,Negative
kenes,Negative
tepu,Negative
usang,Negative
terpaku,Negative
tarak,Negative
opium,Negative
kolam,Negative
menggigis,Negative
selerang,Negative
berat tulang,Negative
tumor,Negative
kemurkaan,Negative
acu,Negative
seberang,Negative
tepi,Negative
memusuhi,Negative
jilatan,Negative
bersangkal,Negative
ikut-ikutan,Negative
penjuru,Negative
gedor,Negative
waham,Negative
bertelinga lembut,Negative
merayah,Negative
denai,Negative
farak,Negative
salah tingkah,Negative
garu,Negative
langsai,Negative
mengganas,Negative
menanggang,Negative
kurang adat,Negative
bruto,Negative
celuk,Negative
baskom,Negative
menyurihkan percakapan,Negative
merincis,Negative
berapit,Negative
tatak,Negative
menelaah,Negative
liang,Negative
biarawati,Negative
condong,Negative
kotoran,Negative
luang,Negative
mairat,Negative
apit,Negative
bertimbang,Negative
sarit,Negative
tak bernyawa,Negative
kotor,Negative
menggeret,Negative
menyenggau,Negative
menyenggak,Negative
kacip,Negative
seksualitas,Negative
juz,Negative
pendapatan,Negative
sarik,Negative
membayar,Negative
tersia-sia,Negative
mengobarkan,Negative
cena,Negative
pendusta,Negative
terberak,Negative
ketahuan,Negative
mencuca,Negative
antap,Negative
menikam,Negative
embek,Negative
amin,Negative
rongga,Negative
landasan (pesawat udara),Negative
tutur,Negative
berlarat-larat,Negative
tekad,Negative
empuk,Negative
menidurkan,Negative
bidai,Negative
konkurensi,Negative
bersanding,Negative
mengerjakan,Negative
delegasi,Negative
pantas,Negative
mengisbatkan,Negative
tinja,Negative
lawan,Negative
pengar,Negative
ikan kena tuba,Negative
ceriwis,Negative
kutut,Negative
genjang,Negative
asal usul,Negative
filo,Negative
pergesekan,Negative
berbabil,Negative
menghapus,Negative
pemupusan,Negative
jajal,Negative
abolisi,Negative
doa,Negative
kawula,Negative
compes,Negative
teratur,Negative
kelipar,Negative
jerepet,Negative
menghunjam,Negative
peletan,Negative
aparatus,Negative
gembel,Negative
menyungguhkan,Negative
menagih,Negative
kacangan,Negative
lengah,Negative
berjauh hati,Negative
conteng,Negative
tertumbuk akal,Negative
lengas,Negative
terlepas,Negative
gurauan,Negative
kharab,Negative
keputusasaan,Negative
palat,Negative
validitas,Negative
penyinaran,Negative
menyabak,Negative
feses,Negative
gebok,Negative
teles,Negative
palolo,Negative
liang jimak,Negative
tertutup,Negative
menyetor,Negative
bunduk,Negative
kebodohan,Negative
potel,Negative
bendu,Negative
bermukim,Negative
banat,Negative
usrek,Negative
mengejikan,Negative
serindai,Negative
memfatwakan,Negative
bersebelahan,Negative
lafal,Negative
terlangkaui,Negative
gembrot,Negative
petanda,Negative
sistematik,Negative
cekluk,Negative
tensi,Negative
suni,Negative
modal,Negative
sama sekali,Negative
sistematis,Negative
larut,Negative
berlepasan,Negative
takaran,Negative
informasi,Negative
osteoporosis,Negative
ajang,Negative
geret,Negative
hakam,Negative
terjengkang,Negative
kerising,Negative
penurunan,Negative
kalang-kabut,Negative
urita,Negative
perkawinan,Negative
pelerai,Negative
geletik,Negative
congek,Negative
gosok,Negative
pengangkutan,Negative
berlabuh,Negative
ketus,Negative
solek,Negative
senyur,Negative
berdakwa,Negative
tersirep,Negative
bunga hati,Negative
menusuk-nusuk,Negative
memekik,Negative
tumpasan,Negative
susur tangan,Negative
safinah,Negative
robek,Negative
aplikasi,Negative
mustaka,Negative
menunggu,Negative
cekatan,Negative
ketul,Negative
tercantol,Negative
menginsinuasi,Negative
menerima kenyataan,Negative
tempat,Negative
korupsi,Negative
menongkrong,Negative
mengolet,Negative
penurut,Negative
jengkel,Negative
berteman,Negative
menggelup,Negative
resah,Negative
terlalah,Negative
belati,Negative
lahang,Negative
laur,Negative
caplak,Negative
anak,Negative
gang,Negative
bertelanjang,Negative
ocehan,Negative
angguran,Negative
puputan,Negative
terbuka (mata),Negative
kiamat,Negative
menyanggah,Negative
menendang,Negative
menginterupsi,Negative
merunjang,Negative
berserakan,Negative
rata,Negative
jerat semata,Negative
eklektis,Negative
pengantara,Negative
menerpa,Negative
mencura,Negative
bersila,Negative
menyerahkan jiwa raga,Negative
menganeksasi,Negative
waras,Negative
sun,Negative
mempertimbangkan,Negative
naik darah,Negative
sember,Negative
percabangan,Negative
menambak,Negative
pencemaran,Negative
jeput,Negative
mengedrop,Negative
mangut,Negative
sorangan,Negative
dangkal,Negative
spion,Negative
terlukis,Negative
kesomplok,Negative
mencengkelong,Negative
pengang,Negative
formal,Negative
prosais,Negative
seni,Negative
gebung,Negative
tercemas,Negative
gabal,Negative
menyayat hati,Negative
menyela,Negative
belu-belai,Negative
membohongi,Negative
kembung,Negative
kehuru-haraan,Negative
keliru,Negative
serabutan,Negative
batuk kecil,Negative
merawat,Negative
gerepes,Negative
tersayat,Negative
balairung,Negative
seru,Negative
samar,Negative
ingsut,Negative
siklon,Negative
menentang,Negative
bunga,Negative
rancap,Negative
diskrepansi,Negative
rancau,Negative
berpusu,Negative
gencat,Negative
bertonggakkan,Negative
puyan,Negative
berkerumun,Negative
terlalaikan,Negative
enas,Negative
memuakkan,Negative
lincah,Negative
rancak,Negative
telantar,Negative
mati pucuk,Negative
congkak,Negative
apkir,Negative
berapat-rapat,Negative
cakus,Negative
menggasak,Negative
mewujud,Negative
morfin,Negative
bongkong,Negative
bersabung nyawa,Negative
bergaul,Negative
aco-acoan,Negative
pencolek api,Negative
menyikat,Negative
timbangan,Negative
mendiami,Negative
bergajul,Negative
erangan,Negative
datang,Negative
slebor,Negative
bertebaran,Negative
birah,Negative
ajakan,Negative
caci,Negative
keluhan,Negative
memuluskan,Negative
tuah,Negative
demek,Negative
lanjut,Negative
mencekik,Negative
lihai,Negative
bersempena,Negative
taun,Negative
menggunung,Negative
berakar,Negative
taut,Negative
raguk,Negative
tuas,Negative
